LOC,STATEMENTS,PUBATTR,OUTCOMMENTEDBLOCKS,MMCCC,MULTIPLESTATEMENTS,MAXSTMTSSEQ,RLOC,METHODS,NL1+,PUBMETHODS,NL3+,#NOTE,FILENAME,CHARS140+,MNL,NL,INTERNALMETHODS,NL0,FRIENDCLASS,NL1,#HINT,NL3,NL2,OUTCOMMENTEDLOC,NONISOLATEDBRACES,CPPCHECKISSUES,PREPROCESSORDIRECTIVES,#TODO,INCLUDES,#FIXME,MRLOCNAME,CLASSES,MRLOC,#HACK,MMCCCNAME,MNLNAME,COMMENTS,NL2+,MAXOUTCOMMENTEDBLOCK,NL5,NL4,NL5+,NL4+,NL0+,NL6,NL6+,TESTCOVERAGE,NL7,NL7+,NL8,NL8+,NL9+,NL9,FUNCTIONS
28,7,1,0,1,0,3,12,3,6,5,,0,"/trunk/hpi/apps/itp_cobol_codevis/cobol/variable.h",0,1,2,0,1,0,4,0,,2,0,5,,1,0,2,0,"Variable",1,1,0,Variable,"Variable",2,2,0,,,,,,,,,,,,,,,
45,16,0,0,4,0,3,24,2,16,0,,0,"/trunk/hpi/apps/system2graph/system2graph.cpp",0,2,2,0,0,0,7,0,,9,0,6,,0,0,7,0,"int main",0,24,0,int main,"int main",1,9,0,,,,,,,,,,,,,,,
49,18,0,0,5,0,3,27,2,18,0,,0,"/trunk/hpi/apps/sd2hpi/sd2hpi.cpp",0,2,2,0,0,0,7,0,,11,0,7,,0,0,6,0,"int main",0,28,0,int main,"int main",1,11,0,,,,,,,,,,,,,,,
97,25,0,1,9,0,2,34,1,24,0,4,0,"/trunk/hpi/apps/unix_tracing/patch/main_patch.cpp",0,3,3,0,1,0,7,0,4,13,0,0,,2,0,8,0,"int main",0,50,0,int main,"int main",10,17,5,,,,,,,,,,,,,,,
122,25,0,1,7,0,2,35,1,24,0,6,0,"/trunk/hpi/apps/unix_tracing/patchclean/main_patchclean.cpp",0,3,3,0,1,0,7,0,6,11,4,0,,2,0,12,0,"int main",0,53,0,int main,"int main",21,17,5,,,,,,,,,,,,,,,
122,38,0,1,2,0,10,47,6,37,2,,0,"/trunk/hpi/apps/unix_tracing/tests/unixfactextraction/filewatchertests.cpp",0,2,2,2,1,0,18,0,,19,1,0,1,7,0,8,0,"TEST_F",1,22,0,void TearDown,"TEST_F",12,19,5,,,,,,,,,,,,,,,
172,70,0,1,2,0,27,84,10,68,3,,0,"/trunk/hpi/apps/unix_tracing/tests/unixfactextraction/exepatchstoretests.cpp",0,1,2,0,2,0,61,0,,7,0,1,1,1,0,5,0,"TEST_F",1,29,0,void TearDown,"ExePatchStoreTests",9,7,5,,,,,,,,,,,,,,,
38,7,1,2,1,0,4,10,2,5,1,,0,"/trunk/hpi/apps/unix_tracing/tests/unixfactextraction/elfbinarymockfactory.h",0,1,2,1,2,0,0,0,,5,0,0,,1,0,1,0,"ElfBinaryMock",2,6,0,ElfBinaryMock,"ElfBinaryMock",11,5,5,,,,,,,,,,,,,,,
74,4,0,3,1,0,4,5,1,4,0,,0,"/trunk/hpi/apps/unix_tracing/tests/unixfactextraction/main_test.cpp",0,1,1,0,0,0,4,0,,,11,0,2,3,0,2,0,"int main",0,6,0,int main,"int main",34,,5,,,,,,,,,,,,,,,
94,35,0,1,1,0,10,45,6,33,3,,0,"/trunk/hpi/apps/unix_tracing/tests/unixfactextraction/includeexcludefiltertests.cpp",0,1,2,0,2,0,27,0,,6,0,0,2,1,0,7,0,"TEST_F",1,12,0,IncludeExcludeFilterTests,"IncludeExcludeFilterTests",17,6,5,,,,,,,,,,,,,,,
155,9,0,1,2,0,6,17,5,7,2,,0,"/trunk/hpi/apps/unix_tracing/tests/unixfactextraction/callsiteretrievertests.cpp",0,1,2,1,2,0,0,0,,7,35,0,,1,0,8,0,"QStringList readLines",1,9,0,QStringList readLines,"void SetUp",44,7,5,,,,,,,,,,,,,,,
241,109,0,1,1,0,31,118,7,107,3,,0,"/trunk/hpi/apps/unix_tracing/tests/unixfactextraction/exefilepatchertests.cpp",0,1,2,0,2,0,102,0,,5,0,0,,1,0,7,0,"TEST_F",1,33,0,ExeFilePatcherTests,"ExeFilePatcherTests",32,5,5,,,,,,,,,,,,,,,
85,24,2,6,1,0,9,31,6,22,2,,0,"/trunk/hpi/apps/unix_tracing/tests/callmon/test.cpp",0,2,2,0,2,0,20,0,,2,4,9,1,0,0,4,0,"int main",1,11,0,klass,"void* thread_main",14,2,5,,,,,,,,,,,,,,,
55,22,0,0,5,0,8,30,1,22,0,8,0,"/trunk/hpi/apps/includedependencyparser/includedependencyparser.cpp",1,4,4,0,0,0,1,0,6,13,0,8,,0,0,8,0,"int main",0,36,0,int main,"int main",0,21,0,,2,,2,,,,,,,,,,,
185,93,0,0,4,0,20,122,14,93,0,17,0,"/trunk/hpi/apps/perfectivemaintenance/perfectivemaintenance.cpp",1,3,3,0,0,0,41,0,17,35,1,24,,0,0,11,0,"PerfectiveMaintenance::hoverEnter",0,23,0,PerfectiveMaintenance::hoverEnter,"PerfectiveMaintenance::hoverEnter",2,52,0,,,,,,,,,,,,,,,
21,6,0,0,3,0,4,9,1,6,0,1,0,"/trunk/hpi/apps/perfectivemaintenance/main.cpp",0,3,3,0,0,0,5,0,1,0,0,2,,0,0,3,0,"int main",0,12,0,int main,"int main",0,1,0,,,,,,,,,,,,,,,
65,26,1,0,0,0,21,35,0,21,13,,0,"/trunk/hpi/apps/perfectivemaintenance/perfectivemaintenance.h",0,,1,0,5,0,21,0,,,0,4,,1,0,5,0,0,1,0,0,0,,1,,0,,,,,,,,,,,,,,,
171,57,0,0,6,0,8,101,17,57,0,13,0,"/trunk/hpi/apps/perfectivemaintenance/attributemapper.cpp",0,4,4,0,0,0,24,0,11,20,1,36,3,0,0,10,0,"AttributeMapper::getMetricValue",0,27,0,AttributeMapper::getMetricValue,"AttributeMapper::getMetricValue",2,33,0,,2,,2,,,,,,,,,,,
68,34,1,0,1,0,14,41,8,33,23,,0,"/trunk/hpi/apps/perfectivemaintenance/attributemapper.h",0,1,2,0,1,0,25,0,,8,0,10,,3,0,4,0,"void setComplexityMetric",1,1,0,void setComplexityMetric,"void setComplexityMetric",1,8,0,,,,,,,,,,,,,,,
125,61,0,0,16,0,6,74,2,60,0,34,0,"/trunk/hpi/apps/lockmonitorprocessor/main.cpp",0,5,5,0,1,0,4,0,20,22,0,17,,0,0,9,0,"int main",0,89,0,int main,"int main",3,56,0,3,11,3,14,,,,,,,,,,,
14,0,0,0,1,0,0,4,2,0,0,,0,"/trunk/hpi/apps/bundleviewtraces/functioncall.cpp",0,1,1,0,0,0,0,0,,,0,1,,0,0,1,0,"FunctionCall::FunctionCall",0,2,0,FunctionCall::FunctionCall,"FunctionCall::FunctionCall",1,,0,,,,,,,,,,,,,,,
43,14,0,0,0,0,8,26,0,8,3,,0,"/trunk/hpi/apps/bundleviewtraces/sdtraceloader.h",0,,1,3,6,0,8,0,,,0,3,,1,0,0,0,0,1,0,0,0,,1,,0,,,,,,,,,,,,,,,
35,14,0,0,1,0,6,20,4,13,10,,0,"/trunk/hpi/apps/bundleviewtraces/bundleviewattributemapper.h",0,1,2,1,1,0,9,0,,4,0,5,,1,0,1,0,"quint64 traceStartTime",1,1,0,quint64 traceStartTime,"quint64 traceStartTime",1,4,0,,,,,,,,,,,,,,,
19,6,0,0,2,0,4,8,1,6,0,,0,"/trunk/hpi/apps/bundleviewtraces/main.cpp",0,2,2,0,0,0,5,0,,1,0,1,,0,0,3,0,"int main",0,10,0,int main,"int main",0,1,0,,,,,,,,,,,,,,,
264,88,0,2,7,0,17,142,8,88,0,19,0,"/trunk/hpi/apps/bundleviewtraces/bundleviewtraces.cpp",0,5,5,0,0,0,49,0,18,20,1,30,2,4,0,27,0,"BundleViewTraces::factChangeListener_onOpenTrace",0,36,0,BundleViewTraces::factChangeListener_onOpenTrace,"BundleViewTraces::factChangeListener_onOpenTrace",18,39,3,1,0,1,1,,,,,,,,,,,
20,6,0,0,1,0,2,9,2,5,4,,0,"/trunk/hpi/apps/bundleviewtraces/functioncall.h",0,1,2,0,1,0,3,0,,2,0,3,,1,0,1,0,"quint64 time",1,1,0,quint64 time,"quint64 time",1,2,0,,,,,,,,,,,,,,,
72,16,0,0,0,0,11,41,0,11,3,,0,"/trunk/hpi/apps/bundleviewtraces/bundleviewtraces.h",0,,1,5,5,0,11,0,,,0,4,,1,0,4,0,0,1,0,0,0,,2,,0,,,,,,,,,,,,,,,
126,46,0,0,4,0,15,66,6,46,0,2,0,"/trunk/hpi/apps/bundleviewtraces/sdtraceloader.cpp",0,3,3,0,0,0,31,0,2,13,1,14,4,0,0,20,0,"SDTraceLoader::load",0,23,0,SDTraceLoader::loadFunctionExecution,"SDTraceLoader::loadFunctionExecution",4,15,0,,,,,,,,,,,,,,,
61,20,0,0,2,0,4,35,7,20,0,,0,"/trunk/hpi/apps/bundleviewtraces/bundleviewattributemapper.cpp",0,2,2,0,0,0,8,0,,12,0,13,,0,0,3,0,"BundleViewAttributeMapper::colorForEdgeStart",0,11,0,BundleViewAttributeMapper::colorForEdgeStart,"BundleViewAttributeMapper::colorForEdgeStart",1,12,0,,,,,,,,,,,,,,,
39,12,0,0,4,0,3,20,4,12,0,1,0,"/trunk/hpi/apps/metricsevolution/perrevisionattributemapper.cpp",0,3,3,0,0,0,8,0,1,3,0,7,2,0,0,3,0,"PerRevisionAttributeMapper::getAggregatedMetricValue",0,17,0,PerRevisionAttributeMapper::getAggregatedMetricValue,"PerRevisionAttributeMapper::getAggregatedMetricValue",1,4,0,,,,,,,,,,,,,,,
54,18,1,0,0,0,16,26,0,16,2,,0,"/trunk/hpi/apps/metricsevolution/metricsevolution.h",0,,1,5,2,0,16,0,,,0,2,,1,0,7,0,0,1,0,0,0,,1,,0,,,,,,,,,,,,,,,
30,9,0,0,1,0,3,15,2,8,5,,0,"/trunk/hpi/apps/metricsevolution/perrevisionattributemapper.h",0,1,2,1,1,0,6,0,,2,0,3,,1,0,3,0,"void setMetric",1,1,0,void setMetric,"void setMetric",1,2,0,,,,,,,,,,,,,,,
22,6,0,0,3,0,4,9,1,6,0,1,0,"/trunk/hpi/apps/metricsevolution/main.cpp",0,3,3,0,0,0,5,0,1,0,0,2,,0,0,3,0,"int main",0,12,0,int main,"int main",0,1,0,,,,,,,,,,,,,,,
64,23,0,0,4,0,4,33,4,23,0,1,0,"/trunk/hpi/apps/metricsevolution/attributemapper.cpp",0,3,3,0,0,0,15,0,1,7,0,9,1,0,0,8,0,"AttributeMapper::getAggregatedMetricValue",0,17,0,AttributeMapper::getAggregatedMetricValue,"AttributeMapper::getAggregatedMetricValue",4,8,0,,,,,,,,,,,,,,,
108,45,0,0,3,0,13,64,8,45,0,,0,"/trunk/hpi/apps/metricsevolution/metricsevolution.cpp",0,2,2,0,0,0,25,0,,20,0,15,,0,0,9,0,"MetricsEvolution::openFile",0,16,0,MetricsEvolution::onVisTypeSelection,"MetricsEvolution::openFile",1,20,0,,,,,,,,,,,,,,,
36,13,0,0,1,0,3,20,4,10,5,,0,"/trunk/hpi/apps/metricsevolution/attributemapper.h",0,1,2,3,3,0,6,0,,4,0,6,,1,0,1,0,"void setMetric",1,1,0,void setMetric,"void setMetric",1,4,0,,,,,,,,,,,,,,,
26,5,0,0,1,0,2,11,1,4,3,,0,"/trunk/hpi/apps/metricsanalyzer/stringsink.h",0,1,2,0,1,0,3,0,,1,0,3,,1,0,2,0,"QString string",1,1,0,QString string,"QString string",2,1,0,,,,,,,,,,,,,,,
31,8,0,0,1,0,4,14,1,7,3,,0,"/trunk/hpi/apps/metricsanalyzer/characterprocessor.h",0,1,2,3,1,0,6,0,,1,0,3,1,1,0,3,0,"void addSubsequentProcessor",1,1,0,void addSubsequentProcessor,"void addSubsequentProcessor",2,1,0,,,,,,,,,,,,,,,
28,8,0,0,0,0,5,14,0,7,2,,0,"/trunk/hpi/apps/metricsanalyzer/preprocessorfilter.h",0,,2,3,1,0,7,0,,0,0,3,,1,0,1,0,0,1,0,0,0,,2,0,0,,,,,,,,,,,,,,,
48,22,0,0,5,0,6,32,3,22,0,3,0,"/trunk/hpi/apps/metricsanalyzer/nestinglevelanalyzer.cpp",0,4,4,0,0,0,5,0,2,14,0,10,,0,0,1,0,"NestingLevelAnalyzer::results",0,20,0,NestingLevelAnalyzer::results,"NestingLevelAnalyzer::results",2,17,0,,1,,1,,,,,,,,,,,
63,22,0,0,7,5,10,37,7,22,0,,0,"/trunk/hpi/apps/metricsanalyzer/commentfilter.cpp",0,2,2,0,0,0,0,0,,22,0,18,,0,0,1,0,"CommentFilter::processCommentStartState",0,11,0,CommentFilter::processCharacter,"CommentFilter::processCharacter",2,22,0,,,,,,,,,,,,,,,
6,1,0,0,0,0,1,1,0,,0,,0,"/trunk/hpi/apps/metricsanalyzer/metricvalues.h",0,,0,0,1,0,,0,,,0,0,,1,0,2,0,0,0,0,0,0,,0,,0,,,,,1,,,,,,,,,,
36,9,0,1,0,0,8,15,0,8,3,,0,"/trunk/hpi/apps/metricsanalyzer/nestinglevelanalyzer.h",0,,1,0,1,0,8,0,,,2,2,,1,0,3,0,0,1,0,0,0,,7,,5,,,,,,,,,,,,,,,
21,4,0,0,4,0,3,10,1,4,0,3,0,"/trunk/hpi/apps/metricsanalyzer/emptylinefilter.cpp",0,3,3,0,0,0,0,0,3,1,0,6,,0,0,2,0,"EmptyLineFilter::processCharacter",0,11,0,EmptyLineFilter::processCharacter,"EmptyLineFilter::processCharacter",2,4,0,,,,,,,,,,,,,,,
30,10,0,0,0,0,7,16,0,9,2,,0,"/trunk/hpi/apps/metricsanalyzer/commentfilter.h",0,,2,5,1,0,9,0,,0,0,3,,1,0,1,0,0,1,0,0,0,,2,0,0,,,,,,,,,,,,,,,
20,3,0,0,0,0,2,7,0,2,1,,0,"/trunk/hpi/apps/metricsanalyzer/emptylinefilter.h",0,,1,0,1,0,2,0,,,0,2,,1,0,2,0,0,1,0,0,0,,2,,0,,,,,,,,,,,,,,,
123,46,0,0,11,2,13,66,3,46,0,7,0,"/trunk/hpi/apps/metricsanalyzer/main.cpp",1,4,4,0,0,0,12,0,4,27,1,19,,0,0,16,0,"int main",0,46,0,int main,"void findFiles",3,34,0,,3,,3,,,,,,,,,,,
95,33,0,0,8,6,12,57,9,33,0,5,0,"/trunk/hpi/apps/metricsanalyzer/methodanalyzer.cpp",0,3,3,0,0,0,2,0,5,26,0,28,1,0,0,1,0,"MethodAnalyzer::processMethodNameState",0,13,0,MethodAnalyzer::processCharacter,"MethodAnalyzer::processMethodNameState",6,31,0,,,,,,,,,,,,,,,
40,16,0,0,1,0,7,23,1,15,3,,0,"/trunk/hpi/apps/metricsanalyzer/methodanalyzer.h",0,1,2,7,1,0,14,0,,1,0,4,,1,0,1,0,"const QVector<QString>& methodNames",1,1,0,const QVector<QString>& methodNames,"const QVector<QString>& methodNames",2,1,0,,,,,,,,,,,,,,,
15,1,0,0,1,0,1,5,2,1,0,,0,"/trunk/hpi/apps/metricsanalyzer/stringsink.cpp",0,1,1,0,0,0,1,0,,,0,3,,0,0,1,0,"StringSink::processCharacter",0,3,0,StringSink::StringSink,"StringSink::StringSink",2,,0,,,,,,,,,,,,,,,
29,3,0,0,2,0,1,11,4,3,0,,0,"/trunk/hpi/apps/metricsanalyzer/characterprocessor.cpp",0,2,2,0,0,0,1,0,,2,0,7,,0,0,2,0,"CharacterProcessor::forward",0,5,0,CharacterProcessor::forward,"CharacterProcessor::forward",2,2,0,,,,,,,,,,,,,,,
45,13,0,0,5,3,6,24,5,13,0,1,0,"/trunk/hpi/apps/metricsanalyzer/preprocessorfilter.cpp",0,3,3,0,0,0,1,0,1,11,0,12,,0,0,1,0,"PreprocessorFilter::processLineStartState",0,10,0,PreprocessorFilter::processCharacter,"PreprocessorFilter::processLineStartState",2,12,0,,,,,,,,,,,,,,,
42,12,0,0,2,0,3,23,5,11,4,3,0,"/trunk/hpi/libs/utils/idmap.h",0,2,3,1,1,0,3,0,3,5,0,9,,1,0,1,0,"IdType mapToId",1,8,0,IdType mapToId,"IdType mapToId",2,8,0,,,,,,,,,,,,,,,
86,46,0,0,4,0,7,55,5,46,0,11,0,"/trunk/hpi/libs/utils/bsplinecurve.cpp",1,4,4,0,0,0,14,0,8,21,0,13,,0,0,2,0,"BSplineCurve::computeOpenUniformBSpline",0,29,0,BSplineCurve::computeOpenUniformBSpline,"BSplineCurve::computeOpenUniformBSpline",3,32,0,,3,,3,,,,,,,,,,,
30,7,1,2,1,0,2,13,3,5,5,,0,"/trunk/hpi/libs/utils/functor.h",0,1,2,0,2,0,3,0,,2,0,7,,1,0,0,0,"FunctorImpl",2,1,0,FunctorImpl,"FunctorImpl",8,2,7,,,,,,,,,,,,,,,
41,9,1,1,0,0,7,16,0,7,3,,0,"/trunk/hpi/libs/utils/bsplinecurve.h",0,,1,2,2,0,7,0,,,0,3,,1,0,4,0,0,1,0,0,0,,8,,5,,,,,,,,,,,,,,,
85,17,0,1,3,0,3,31,5,17,0,,0,"/trunk/hpi/libs/utils/logdispatcher.cpp",0,2,2,0,0,0,13,0,,4,0,3,,0,0,5,0,"LogDispatcher::setOutputFile",0,16,0,LogDispatcher::setOutputFile,"LogDispatcher::setOutputFile",13,4,5,,,,,,,,,,,,,,,
21,8,0,0,1,1,2,12,5,7,5,,0,"/trunk/hpi/libs/utils/cachedvalue.h",0,1,2,0,1,0,2,0,,5,0,8,,1,0,0,0,"CachedValue",1,1,0,CachedValue,"CachedValue",0,5,0,,,,,,,,,,,,,,,
49,15,0,1,0,0,8,21,0,8,5,,0,"/trunk/hpi/libs/utils/logdispatcher.h",0,,1,0,7,0,8,0,,,0,3,,1,0,2,0,0,1,0,0,0,,7,,5,,,,,,,,,,,,,,,
23,4,0,0,0,0,3,8,0,3,2,,0,"/trunk/hpi/libs/bundleview/simpleedgebundler.h",0,,1,1,1,0,3,0,,,0,1,,3,0,1,0,0,1,0,0,0,,3,,0,,,,,,,,,,,,,,,
68,24,0,0,1,1,9,36,5,21,6,2,0,"/trunk/hpi/libs/bundleview/bundlecircle.h",0,1,3,2,3,0,14,0,2,5,0,9,,4,0,4,0,"void setRootNode",1,1,0,void setRootNode,"void setRootNode",2,7,0,,,,,,,,,,,,,,,
70,21,0,0,4,0,9,38,6,21,0,1,0,"/trunk/hpi/libs/bundleview/bundleviewlayout.cpp",1,3,3,0,0,0,8,0,1,12,0,10,,0,0,6,0,"BundleViewLayout::computeLayout",0,13,0,BundleViewLayout::sizeForNode,"BundleViewLayout::sizeForNode",3,13,0,,,,,,,,,,,,,,,
119,31,0,0,8,0,7,53,10,31,0,12,0,"/trunk/hpi/libs/bundleview/stackedbundleview.cpp",1,6,6,0,0,0,8,0,1,11,5,19,,0,0,4,0,"StackedBundleView::computeLayout",0,32,0,StackedBundleView::computeLayout,"StackedBundleView::computeLayout",16,23,0,7,0,11,11,,4,4,,,,,,,,
35,5,0,0,1,0,1,14,6,5,0,,0,"/trunk/hpi/libs/bundleview/bundleview.cpp",0,1,1,0,0,0,5,0,,,0,7,,0,0,3,0,"BundleView::BundleView",0,3,0,BundleView::BundleView,"BundleView::BundleView",2,,0,,,,,,,,,,,,,,,
57,26,1,0,1,0,11,31,12,25,18,,0,"/trunk/hpi/libs/bundleview/bundleviewlayout.h",1,1,2,0,1,0,13,0,,12,0,15,,1,0,4,0,"virtual const char* name",1,1,0,virtual const char* name,"virtual const char* name",2,12,0,,,,,,,,,,,,,,,
48,19,1,0,1,0,8,30,2,18,4,,0,"/trunk/hpi/libs/bundleview/stackedbundleview.h",0,1,2,0,1,0,5,0,,13,0,6,,1,0,1,0,"virtual const char* name",1,1,0,virtual const char* name,"virtual const char* name",2,13,0,,,,,,,,,,,,,,,
27,8,1,0,0,0,6,11,0,6,6,,0,"/trunk/hpi/libs/bundleview/bundleview.h",0,,1,0,2,0,6,0,,,0,2,,1,0,2,0,0,1,0,0,0,,2,,0,,,,,,,,,,,,,,,
56,29,0,0,5,0,17,33,2,29,0,,0,"/trunk/hpi/libs/bundleview/multibundleviewlayout.cpp",0,2,2,0,0,0,11,0,,18,0,5,,0,0,4,0,"MultiBundleViewLayout::computeLayout",0,33,0,MultiBundleViewLayout::computeLayout,"MultiBundleViewLayout::computeLayout",5,18,0,,,,,,,,,,,,,,,
237,120,0,0,18,0,8,150,10,120,0,26,0,"/trunk/hpi/libs/bundleview/hierarchicaledgebundler.cpp",5,5,5,0,0,0,59,0,22,35,0,34,3,3,0,9,0,"HierarchicalEdgeBundler::bundleEdge",0,49,0,HierarchicalEdgeBundler::bundleEdge,"HierarchicalEdgeBundler::findNearestEdgeGuidingNodeTowardsCenter",15,61,0,1,3,1,4,,,,,,,,,,,
11,0,0,0,1,0,0,3,1,0,0,,0,"/trunk/hpi/libs/bundleview/edgebundler.cpp",0,1,1,0,0,0,0,0,,,0,1,2,0,0,1,0,"EdgeBundler::EdgeBundler",0,2,0,EdgeBundler::EdgeBundler,"EdgeBundler::EdgeBundler",2,,0,,,,,,,,,,,,,,,
28,6,0,0,1,0,2,13,1,4,3,,0,"/trunk/hpi/libs/bundleview/multibundleviewlayout.h",0,1,2,0,2,0,3,0,,1,0,5,,1,0,1,0,"void addSubGraph",1,1,0,void addSubGraph,"void addSubGraph",2,1,0,,,,,,,,,,,,,,,
37,13,0,0,1,0,3,17,7,12,9,,0,"/trunk/hpi/libs/bundleview/edgebundler.h",1,1,2,0,1,0,5,0,,7,0,8,,1,0,4,0,"GRAPH::CompoundGraph* graph",1,1,0,GRAPH::CompoundGraph* graph,"GRAPH::CompoundGraph* graph",2,7,0,,,,,,,,,,,,,,,
65,20,0,0,1,0,12,29,3,19,0,0,0,"/trunk/hpi/libs/bundleview/hierarchicaledgebundler.h",0,1,3,11,1,0,16,0,0,3,0,4,,3,0,5,0,"RelationShapePair",1,2,0,double bundlingStrength,"double bundlingStrength",4,3,0,,,,,,,,,,,,,,,
28,7,0,0,1,0,5,12,3,7,0,,0,"/trunk/hpi/libs/bundleview/simpleedgebundler.cpp",1,1,1,0,0,0,7,0,,,0,3,,0,0,3,0,"SimpleEdgeBundler::bundleEdge",0,7,0,SimpleEdgeBundler::SimpleEdgeBundler,"SimpleEdgeBundler::SimpleEdgeBundler",2,,0,,,,,,,,,,,,,,,
120,51,0,0,14,0,12,73,5,51,0,5,0,"/trunk/hpi/libs/bundleview/bundlecircle.cpp",9,3,3,0,0,0,11,0,5,35,0,17,1,0,0,6,0,"BundleCircle::visitNode",0,50,0,BundleCircle::visitNode,"BundleCircle::visitNode",5,40,0,,,,,,,,,,,,,,,
29,4,0,0,0,0,3,11,0,3,2,,0,"/trunk/hpi/libs/hierarchyvisqt/piepartnodeitem.h",0,,1,1,1,0,3,0,,,0,3,,3,0,2,0,0,1,0,0,0,,4,,0,,,,,,,,,,,,,,,
30,5,0,0,0,0,3,13,0,3,0,,0,"/trunk/hpi/libs/hierarchyvisqt/item.h",0,,1,2,2,0,3,0,,,0,3,,3,0,1,0,0,1,0,0,0,,4,,0,,,,,,,,,,,,,,,
116,40,0,0,5,3,7,67,11,40,0,,0,"/trunk/hpi/libs/hierarchyvisqt/nodeitem.cpp",0,2,2,0,0,0,12,0,,28,0,26,,0,0,7,0,"NodeItem::mouseMoveEvent",0,14,0,NodeItem::mouseDoubleClickEvent,"NodeItem::update",3,28,0,,,,,,,,,,,,,,,
41,13,1,0,0,0,12,20,0,12,3,,0,"/trunk/hpi/libs/hierarchyvisqt/nodeitem.h",0,,1,7,1,0,12,0,,,0,3,,1,0,3,0,0,1,0,0,0,,3,,0,,,,,,,,,,,,,,,
27,5,1,0,1,0,2,12,2,4,5,,0,"/trunk/hpi/libs/hierarchyvisqt/itemanimation.h",0,1,2,0,1,0,3,0,,1,0,5,,1,0,2,0,"virtual void cleanup",1,1,0,virtual void cleanup,"virtual void cleanup",3,1,0,,,,,,,,,,,,,,,
111,45,0,0,5,0,7,65,12,45,0,2,0,"/trunk/hpi/libs/hierarchyvisqt/qtvisadapter.cpp",1,3,3,0,0,0,41,0,2,2,1,18,,0,0,8,0,"QtVisAdapter::removeShape",0,13,0,QtVisAdapter::removeShape,"QtVisAdapter::removeShape",5,4,0,,,,,,,,,,,,,,,
29,9,0,0,1,0,6,15,2,9,0,,0,"/trunk/hpi/libs/hierarchyvisqt/qtbundleview.cpp",0,1,1,0,0,0,9,0,,,0,4,,0,0,3,0,"QtBundleView::QtBundleView",0,8,0,QtBundleView::QtBundleView,"QtBundleView::QtBundleView",3,,0,,,,,,,,,,,,,,,
48,14,0,0,3,0,8,22,3,14,0,1,0,"/trunk/hpi/libs/hierarchyvisqt/edgeitem.cpp",0,3,3,0,0,0,1,0,1,12,1,7,,0,0,5,0,"EdgeItem::update",0,20,0,EdgeItem::update,"EdgeItem::update",4,13,0,,,,,,,,,,,,,,,
49,15,0,0,0,0,14,23,0,14,12,,0,"/trunk/hpi/libs/hierarchyvisqt/qtvisadapter.h",0,,1,0,1,0,14,0,,,0,3,,3,0,2,0,0,1,0,0,0,,4,,0,,,,,,,,,,,,,,,
31,4,0,0,0,0,2,12,0,2,1,,0,"/trunk/hpi/libs/hierarchyvisqt/qtbundleview.h",0,,1,1,2,0,2,0,,,0,3,,3,0,1,0,0,1,0,0,0,,4,,0,,,,,,,,,,,,,,,
18,1,0,0,1,0,1,7,2,1,0,,0,"/trunk/hpi/libs/hierarchyvisqt/bundleviewscene.cpp",0,1,1,0,0,0,1,0,,,0,4,,0,0,1,0,"BundleViewScene::addEdgeItem",0,3,0,BundleViewScene::BundleViewScene,"BundleViewScene::BundleViewScene",3,,0,,,,,,,,,,,,,,,
27,4,1,0,0,0,3,9,0,3,3,,0,"/trunk/hpi/libs/hierarchyvisqt/edgeitem.h",0,,1,0,1,0,3,0,,,0,3,,1,0,4,0,0,1,0,0,0,,3,,0,,,,,,,,,,,,,,,
40,9,0,0,1,0,2,15,3,7,5,,0,"/trunk/hpi/libs/hierarchyvisqt/bundleviewscene.h",0,1,2,0,2,0,4,0,,3,0,6,,3,0,5,0,"GRAPHVIS::GraphVis* hierarchyVis",1,1,0,GRAPHVIS::GraphVis* hierarchyVis,"GRAPHVIS::GraphVis* hierarchyVis",4,3,0,,,,,,,,,,,,,,,
62,26,0,0,4,0,7,35,3,26,0,2,0,"/trunk/hpi/libs/hierarchyvisqt/piepartnodeitem.cpp",0,3,3,0,0,0,14,0,2,10,0,11,,3,0,4,0,"PiePartNodeItem::calculatePath",0,26,0,PiePartNodeItem::calculatePath,"PiePartNodeItem::calculatePath",3,12,0,,,,,,,,,,,,,,,
27,1,0,0,1,0,1,9,3,1,0,,0,"/trunk/hpi/libs/hierarchyvisqt/item.cpp",0,1,1,0,0,0,1,0,,,0,4,,0,0,3,0,"Item::bundleViewScene",0,3,0,Item::Item,"Item::Item",3,,0,,,,,,,,,,,,,,,
21,1,0,0,1,0,1,8,3,1,0,,0,"/trunk/hpi/libs/hierarchyvisqt/itemanimation.cpp",0,1,1,0,0,0,1,0,,,0,4,,0,0,1,0,"ItemAnimation::updateCurrentTime",0,3,0,ItemAnimation::ItemAnimation,"ItemAnimation::ItemAnimation",3,,0,,,,,,,,,,,,,,,
92,34,1,0,1,0,13,40,4,32,21,,0,"/trunk/hpi/libs/hierarchyvisosg/osgvisadapter.h",0,1,2,0,2,0,28,0,,4,0,7,,3,0,16,0,"GUI::QtViewer* viewer",1,1,0,GUI::QtViewer* viewer,"GUI::QtViewer* viewer",5,4,0,,,,,,,,,,,,,,,
