LOC,STATEMENTS,PUBATTR,OUTCOMMENTEDBLOCKS,MMCCC,MULTIPLESTATEMENTS,MAXSTMTSSEQ,RLOC,METHODS,NL1+,PUBMETHODS,NL3+,#NOTE,FILENAME,CHARS140+,MNL,NL,INTERNALMETHODS,NL0,FRIENDCLASS,NL1,#HINT,NL3,NL2,OUTCOMMENTEDLOC,NONISOLATEDBRACES,CPPCHECKISSUES,PREPROCESSORDIRECTIVES,#TODO,INCLUDES,#FIXME,MRLOCNAME,CLASSES,MRLOC,#HACK,MMCCCNAME,MNLNAME,COMMENTS,NL2+,MAXOUTCOMMENTEDBLOCK,NL5,NL4,NL5+,NL4+,NL0+,NL6,NL6+,TESTCOVERAGE,NL7,NL7+,NL8,NL8+,NL9+,NL9,FUNCTIONS
253,98,0,0,5,0,32,135,18,98,0,11,0,"/trunk/hpi/libs/hierarchyvisosg/osgvisadapter.cpp",1,3,3,0,0,0,73,0,11,14,5,32,,0,0,31,0,"OSGVisAdapter::OSGVisAdapter",0,34,0,OSGVisAdapter::removeShape,"OSGVisAdapter::removeShape",13,25,0,,,,,,,,,,,,,,,
40,13,0,0,0,0,12,19,0,12,5,,0,"/trunk/hpi/libs/hierarchyvisosg/interaction/edgegrid.h",0,,1,2,1,0,12,0,,,0,3,,1,0,5,0,0,1,0,0,0,,3,,0,,,,,,,,,,,,,,,
30,4,0,0,1,0,1,13,5,4,0,,0,"/trunk/hpi/libs/hierarchyvisosg/interaction/edgequadtree.cpp",0,1,1,0,0,0,4,0,,,0,7,,0,0,1,0,"EdgeQuadTree::~EdgeQuadTree",0,3,0,EdgeQuadTree::EdgeQuadTree,"EdgeQuadTree::EdgeQuadTree",3,,0,,,,,,,,,,,,,,,
317,147,0,0,14,9,17,214,20,147,0,21,0,"/trunk/hpi/libs/hierarchyvisosg/interaction/eventhandler.cpp",0,5,5,0,0,0,37,0,6,89,0,62,1,0,0,8,0,"EventHandler::mouseMove",0,47,0,EventHandler::handle,"EventHandler::findNodeUnderMouse",9,110,0,8,7,8,15,,,,,,,,,,,
41,20,0,0,0,0,19,25,0,19,2,,0,"/trunk/hpi/libs/hierarchyvisosg/interaction/orthonavigation.h",0,,1,8,1,0,19,0,,,0,3,,1,0,1,0,0,1,0,0,0,,3,,0,,,,,,,,,,,,,,,
30,7,1,0,0,0,6,12,0,6,4,,0,"/trunk/hpi/libs/hierarchyvisosg/interaction/edgequadtree.h",0,,1,0,1,0,6,0,,,0,3,,1,0,4,0,0,1,0,0,0,,3,,0,,,,,,,,,,,,,,,
75,32,0,0,0,0,29,38,0,29,3,,0,"/trunk/hpi/libs/hierarchyvisosg/interaction/eventhandler.h",0,,1,17,3,0,29,0,,,0,3,,3,0,4,0,0,1,0,0,0,,6,,0,,,,,,,,,,,,,,,
94,29,0,0,7,0,10,56,9,29,0,6,0,"/trunk/hpi/libs/hierarchyvisosg/interaction/edgequadtreenode.cpp",0,4,4,0,0,0,19,0,5,4,0,25,,0,0,1,0,"EdgeQuadTreeNode::split",0,16,0,EdgeQuadTreeNode::containsPoint,"EdgeQuadTreeNode::edgesAt",5,10,0,,1,,1,,,,,,,,,,,
75,31,0,0,5,0,6,45,8,31,0,,0,"/trunk/hpi/libs/hierarchyvisosg/interaction/edgegrid.cpp",0,2,2,0,0,0,21,0,,10,0,16,,0,0,1,0,"EdgeGrid::EdgeGrid",0,9,0,EdgeGrid::edgesAt,"EdgeGrid::EdgeGrid",4,10,0,,,,,,,,,,,,,,,
44,18,1,0,1,0,11,25,4,17,10,,0,"/trunk/hpi/libs/hierarchyvisosg/interaction/edgequadtreenode.h",0,1,2,2,1,0,13,0,,4,0,7,,1,0,2,0,"QVector3D llf",1,1,0,QVector3D llf,"QVector3D llf",3,4,0,,,,,,,,,,,,,,,
108,36,0,0,7,0,6,68,10,36,0,,0,"/trunk/hpi/libs/hierarchyvisosg/interaction/orthonavigation.cpp",0,2,2,0,0,0,13,0,,23,0,12,2,0,0,2,0,"OrthoNavigation::handle",0,16,0,OrthoNavigation::handle,"OrthoNavigation::handle",3,23,0,,,,,,,,,,,,,,,
13,0,0,0,1,0,0,4,1,0,0,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/renderingtechnique.cpp",0,1,1,0,0,0,0,0,,,0,3,,0,0,1,0,"RenderingTechnique::RenderingTechnique",0,2,0,RenderingTechnique::RenderingTechnique,"RenderingTechnique::RenderingTechnique",3,,0,,,,,,,,,,,,,,,
82,37,0,0,1,0,32,47,6,37,0,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/rendertotexture.cpp",1,1,1,0,0,0,37,0,,,2,8,,0,0,7,0,"RenderToTexture::RenderToTexture",0,34,0,RenderToTexture::RenderToTexture,"RenderToTexture::RenderToTexture",5,,0,,,,,,,,,,,,,,,
31,6,1,0,0,0,5,10,0,5,5,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/renderingtechnique.h",0,,1,0,1,0,5,0,,,0,3,,3,0,3,0,0,1,0,0,0,,4,,0,,,,,,,,,,,,,,,
44,12,0,0,1,0,5,20,1,11,5,0,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/rendertotexture.h",0,1,3,0,1,1,9,0,0,2,0,5,,3,0,3,0,"RTTSwitchCallback",1,1,0,RTTSwitchCallback,"RTTSwitchCallback",4,2,0,,,,,,,,,,,,,,,
38,9,0,0,0,0,7,15,0,7,5,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/cpu/drawableperedge.h",0,,1,0,2,0,7,0,,,0,4,,1,0,4,0,0,1,0,0,0,,4,,0,,,,,,,,,,,,,,,
38,12,0,0,3,0,3,22,2,12,0,3,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/cpu/curve.cpp",4,3,3,0,0,0,6,0,3,3,2,7,,0,0,1,0,"Curve::update",0,17,0,Curve::update,"Curve::update",6,6,0,,,,,,,,,,,,,,,
26,4,0,0,0,0,3,10,0,3,2,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/cpu/curve.h",0,,1,0,1,0,3,0,,,0,4,,1,0,2,0,0,1,0,0,0,,4,,0,,,,,,,,,,,,,,,
56,18,0,0,2,0,9,28,5,18,0,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/cpu/drawableperedge.cpp",0,2,2,0,0,0,17,0,,1,0,9,,0,0,6,0,"DrawablePerEdge::DrawablePerEdge",0,11,0,DrawablePerEdge::dirty,"DrawablePerEdge::dirty",4,1,0,,,,,,,,,,,,,,,
47,16,2,1,1,0,8,22,3,15,7,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/glu/glucurve.h",0,1,2,2,1,0,12,0,,3,0,6,,1,0,4,0,"virtual Object* cloneType",1,1,0,virtual Object* cloneType,"virtual Object* cloneType",5,3,1,,,,,,,,,,,,,,,
82,36,0,0,5,0,5,47,9,36,0,1,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/glu/gluedgedrawer.cpp",6,3,3,0,0,0,28,0,1,7,0,17,1,0,0,1,0,"GLUEdgeDrawer::drawOpenUniformBSpline",0,26,0,GLUEdgeDrawer::drawOpenUniformBSpline,"GLUEdgeDrawer::drawImplementation",4,8,0,,,,,,,,,,,,,,,
58,20,0,0,2,0,11,30,6,20,0,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/glu/gludrawablepercurve.cpp",0,2,2,0,0,0,19,0,,1,0,9,,0,0,5,0,"GLUDrawablePerCurve::GLUDrawablePerCurve",0,13,0,GLUDrawablePerCurve::dirty,"GLUDrawablePerCurve::dirty",3,1,0,,,,,,,,,,,,,,,
49,15,0,0,1,0,11,23,5,15,0,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/glu/glurendering.cpp",0,1,1,0,0,0,15,0,,,0,7,,0,0,6,0,"GLURendering::GLURendering",0,13,0,GLURendering::GLURendering,"GLURendering::GLURendering",3,,0,,,,,,,,,,,,,,,
41,12,0,0,0,0,11,17,0,11,9,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/glu/gluedgedrawer.h",0,,1,0,1,0,11,0,,,0,3,,3,0,4,0,0,1,0,0,0,,4,,0,,,,,,,,,,,,,,,
39,10,0,0,0,0,9,15,0,9,6,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/glu/gludrawablepercurve.h",0,,1,0,1,0,9,0,,,0,3,,1,0,6,0,0,1,0,0,0,,3,,0,,,,,,,,,,,,,,,
36,8,0,0,0,0,7,13,0,7,5,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/glu/glurendering.h",0,,1,0,1,0,7,0,,,0,3,,3,0,3,0,0,1,0,0,0,,4,,0,,,,,,,,,,,,,,,
79,33,0,0,5,0,5,46,8,33,0,7,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/glu/glucurve.cpp",6,3,3,0,0,0,8,0,7,18,0,14,,0,0,1,0,"GLUCurve::knots",0,16,0,GLUCurve::knots,"GLUCurve::knots",3,25,0,,,,,,,,,,,,,,,
42,13,0,0,1,0,7,19,1,12,6,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/gpu/gpurendering.h",0,1,2,1,1,0,11,0,,1,0,4,,1,0,4,0,"int edgeTesselationFactor",1,1,0,int edgeTesselationFactor,"int edgeTesselationFactor",3,1,0,,,,,,,,,,,,,,,
74,35,0,0,3,1,9,42,4,35,0,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/gpu/gpuedgedrawer.cpp",5,2,2,0,0,0,32,0,,3,0,9,,0,0,3,0,"GPUEdgeDrawer::addOpenUniformBSpline",0,20,0,GPUEdgeDrawer::finish,"GPUEdgeDrawer::finish",8,3,0,,,,,,,,,,,,,,,
83,37,0,0,3,0,32,48,6,37,0,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/gpu/gpurendering.cpp",0,2,2,0,0,0,35,0,,2,1,9,,0,0,8,0,"GPURendering::GPURendering",0,34,0,GPURendering::setEdgeTesselationFactor,"GPURendering::setEdgeTesselationFactor",4,2,0,,,,,,,,,,,,,,,
39,11,0,0,0,0,10,16,0,10,4,,0,"/trunk/hpi/libs/hierarchyvisosg/edgerendering/gpu/gpuedgedrawer.h",0,,1,0,1,0,10,0,,,0,3,,3,0,5,0,0,1,0,0,0,,4,,0,,,,,,,,,,,,,,,
42,11,0,0,0,0,10,18,0,10,4,,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/piepartnodeitem.h",0,,1,2,1,0,10,0,,,0,3,,3,0,3,0,0,1,0,0,0,,5,,0,,,,,,,,,,,,,,,
14,0,0,0,1,0,0,5,1,0,0,,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/edgeitem.cpp",0,1,1,0,0,0,0,0,,,0,3,,0,0,1,0,"EdgeItem::EdgeItem",0,2,0,EdgeItem::EdgeItem,"EdgeItem::EdgeItem",3,,0,,,,,,,,,,,,,,,
74,26,0,0,7,0,15,38,6,26,0,1,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/curve.cpp",0,3,3,0,0,0,20,0,1,5,0,11,1,0,0,3,0,"Curve::isLineInBox",0,17,0,Curve::isLineInBox,"Curve::intersectsWith",9,6,0,,,,,,,,,,,,,,,
33,6,0,0,1,0,3,14,4,6,0,,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/nodeitem.cpp",0,1,1,0,0,0,6,0,,,0,6,,0,0,3,0,"NodeItem::setColor",0,5,0,NodeItem::NodeItem,"NodeItem::NodeItem",3,,0,,,,,,,,,,,,,,,
32,8,0,0,2,0,5,17,2,8,0,,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/box.cpp",1,2,2,0,0,0,2,0,,6,0,6,,0,0,3,0,"Box::update",0,13,0,Box::update,"Box::update",3,6,0,,,,,,,,,,,,,,,
17,2,1,0,0,0,1,6,0,1,1,,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/edgeitem.h",0,,1,0,1,0,1,0,,,0,3,,1,0,1,0,0,1,0,0,0,,3,,0,,,,,,,,,,,,,,,
264,168,0,0,12,0,47,193,4,168,0,22,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/stackedpiepartnodeitem.cpp",3,4,4,0,0,0,83,0,10,63,1,28,,3,0,3,0,"StackedPiePartNodeItem::calculateGeometry",0,163,0,StackedPiePartNodeItem::calculateGeometry,"StackedPiePartNodeItem::calculateGeometry",34,85,0,,12,,12,,,,,,,,,,,
39,11,0,0,1,0,6,18,1,9,6,,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/curve.h",0,1,2,1,2,0,8,0,,1,0,4,,1,0,2,0,"CurveDefinition* curveDefinition",1,1,0,CurveDefinition* curveDefinition,"CurveDefinition* curveDefinition",3,1,0,,,,,,,,,,,,,,,
39,10,0,0,1,0,4,18,2,8,5,,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/nodeitem.h",0,1,2,1,2,0,6,0,,2,0,5,,1,0,4,0,"OSGVisAdapter* visAdapter",1,1,0,OSGVisAdapter* visAdapter,"OSGVisAdapter* visAdapter",3,2,0,,,,,,,,,,,,,,,
319,199,0,0,12,0,47,231,6,199,0,21,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/piepartnodeitem.cpp",5,4,4,0,0,0,96,0,9,82,0,27,,3,0,12,0,"PiePartNodeItem::calculateGeometry",0,173,0,PiePartNodeItem::calculateGeometry,"PiePartNodeItem::calculateGeometry",35,103,0,,12,,12,,,,,,,,,,,
22,3,1,0,0,0,2,8,0,2,2,,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/box.h",0,,1,0,1,0,2,0,,,0,3,,1,0,2,0,0,1,0,0,0,,3,,0,,,,,,,,,,,,,,,
37,12,0,0,0,0,11,19,0,11,2,,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/stackedpiepartnodeitem.h",1,,1,2,1,0,11,0,,,0,3,,1,0,2,0,0,1,0,0,0,,4,,0,,,,,,,,,,,,,,,
26,3,0,0,1,0,2,10,3,3,0,,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/animation/edgeanimation.cpp",0,1,1,0,0,0,3,0,,,0,5,,0,0,3,0,"EdgeAnimation::operator",0,4,0,EdgeAnimation::EdgeAnimation,"EdgeAnimation::EdgeAnimation",3,,0,,,,,,,,,,,,,,,
27,2,0,0,1,0,1,9,3,2,0,,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/animation/nodeanimation.cpp",0,1,1,0,0,0,2,0,,,0,5,,0,0,4,0,"NodeAnimation::operator",0,3,0,NodeAnimation::NodeAnimation,"NodeAnimation::NodeAnimation",3,,0,,,,,,,,,,,,,,,
28,5,0,0,0,0,4,11,0,4,3,,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/animation/edgeanimation.h",0,,1,0,1,0,4,0,,,0,3,,1,0,3,0,0,1,0,0,0,,3,,0,,,,,,,,,,,,,,,
30,6,0,0,0,0,4,12,0,4,3,,0,"/trunk/hpi/libs/hierarchyvisosg/shapes/animation/nodeanimation.h",0,,1,0,2,0,4,0,,,0,3,,1,0,3,0,0,1,0,0,0,,3,,0,,,,,,,,,,,,,,,
55,17,2,0,1,0,4,31,8,15,9,,0,"/trunk/hpi/libs/fpmenuusage/logentries.h",0,1,2,0,2,0,7,0,,8,0,8,,1,0,2,0,"bool operator<",1,3,0,quint32 timestamp,"quint32 timestamp",1,8,0,,,,,,,,,,,,,,,
53,12,0,0,4,2,3,20,3,12,0,,0,"/trunk/hpi/libs/fpmenuusage/logreader.cpp",0,2,2,0,0,0,7,0,,5,0,1,,2,0,4,0,"LogReader::readLogFile",0,19,0,LogReader::readLogFile,"LogReader::readLogFile",1,5,0,,,,,,,,,,,,,,,
52,14,0,0,4,0,5,19,3,14,0,3,0,"/trunk/hpi/libs/fpmenuusage/logsessions.cpp",0,3,3,0,0,0,8,0,3,3,0,1,,0,0,2,0,"LogSessions::LogSessions",0,17,0,LogSessions::LogSessions,"LogSessions::LogSessions",6,6,0,,,,,,,,,,,,,,,
34,5,0,2,0,0,4,9,0,4,2,,0,"/trunk/hpi/libs/fpmenuusage/logreader.h",0,,1,1,1,0,4,0,,,0,1,1,1,0,1,0,0,1,0,0,0,,12,,5,,,,,,,,,,,,,,,
23,3,0,0,1,0,3,9,2,3,0,,0,"/trunk/hpi/libs/fpmenuusage/logentries.cpp",0,1,1,0,0,0,3,0,,,0,1,,1,0,2,0,"LogEntry::LogEntry",0,5,0,LogEntry::LogEntry,"LogEntry::LogEntry",0,,0,,,,,,,,,,,,,,,
51,10,1,3,1,0,7,17,1,9,3,0,0,"/trunk/hpi/libs/fpmenuusage/logsessions.h",0,1,3,0,1,0,7,0,0,2,0,1,,1,0,2,0,"s_SessionIdentifier",1,2,0,s_SessionIdentifier,"s_SessionIdentifier",14,2,6,,,,,,,,,,,,,,,
35,9,0,0,0,0,7,17,0,7,4,,0,"/trunk/hpi/libs/fpmenuusage/vis/hvdotview/dotviewattributemapper.h",0,,1,2,2,0,7,0,,,0,2,,1,0,1,0,0,1,0,0,0,,2,,0,,,,,,,,,,,,,,,
104,22,0,2,3,0,10,39,5,22,0,,0,"/trunk/hpi/libs/fpmenuusage/vis/hvdotview/hierarchycontroller.cpp",0,2,2,0,0,0,21,0,,1,5,4,,5,0,15,0,"HierarchyController::HierarchyController",0,12,0,HierarchyController::createLabels,"HierarchyController::createLabels",8,1,2,,,,,,,,,,,,,,,
103,38,0,0,5,1,10,51,5,37,0,2,0,"/trunk/hpi/libs/fpmenuusage/vis/hvdotview/hierarchyedgemerger.cpp",0,3,3,0,1,0,18,0,2,17,0,2,,0,0,4,0,"HierarchyEdgeMerger::collectUniqueEdges",0,26,0,HierarchyEdgeMerger::collectUniqueEdges,"HierarchyEdgeMerger::collectUniqueEdges",2,19,0,,,,,,,,,,,,,,,
47,9,0,1,0,0,8,21,0,8,2,,0,"/trunk/hpi/libs/fpmenuusage/vis/hvdotview/hierarchycontroller.h",0,,1,3,1,0,8,0,,,0,2,,1,0,4,0,0,1,0,0,0,,6,,5,,,,,,,,,,,,,,,
81,24,0,0,3,0,6,41,6,24,0,,0,"/trunk/hpi/libs/fpmenuusage/vis/hvdotview/dotviewattributemapper.cpp",0,2,2,0,0,0,10,0,,14,0,6,,0,0,2,0,"DotViewAttributeMapper::colorForNode",0,20,0,DotViewAttributeMapper::computeMaxEdgeWeight,"DotViewAttributeMapper::colorForNode",2,14,0,,,,,,,,,,,,,,,
40,16,0,0,0,0,12,23,0,12,2,,0,"/trunk/hpi/libs/fpmenuusage/vis/hvdotview/hierarchyedgemerger.h",0,,1,3,4,0,12,0,,,0,3,,1,0,1,0,0,1,0,0,0,,2,,0,,,,,,,,,,,,,,,
15,2,1,0,0,0,1,5,0,1,1,,0,"/trunk/hpi/libs/fpmenuusage/vis/hvbundleview/bundleviewattributemapper.h",0,,1,0,1,0,1,0,,,0,2,,1,0,1,0,0,1,0,0,0,,2,,0,,,,,,,,,,,,,,,
98,19,0,2,3,0,13,36,5,19,0,,0,"/trunk/hpi/libs/fpmenuusage/vis/hvbundleview/hierarchycontroller.cpp",0,2,2,0,0,0,18,0,,1,4,4,,5,0,17,0,"HierarchyController::HierarchyController",0,15,0,HierarchyController::createLabels,"HierarchyController::createLabels",6,1,2,,,,,,,,,,,,,,,
50,9,0,1,0,0,8,21,0,8,2,,0,"/trunk/hpi/libs/fpmenuusage/vis/hvbundleview/hierarchycontroller.h",0,,1,3,1,0,8,0,,,0,2,,1,0,4,0,0,1,0,0,0,,6,,5,,,,,,,,,,,,,,,
18,6,0,0,1,0,6,9,1,6,0,,0,"/trunk/hpi/libs/fpmenuusage/vis/hvbundleview/bundleviewattributemapper.cpp",0,1,1,0,0,0,6,0,,,0,3,,0,0,2,0,"BundleViewAttributeMapper::colorForNode",0,8,0,BundleViewAttributeMapper::colorForNode,"BundleViewAttributeMapper::colorForNode",0,,0,,,,,,,,,,,,,,,
191,53,0,2,10,0,12,93,5,51,0,19,0,"/trunk/hpi/libs/fpmenuusage/vis/dot/dotgraphgenerator.cpp",0,4,4,0,2,0,25,0,11,7,0,2,,2,0,11,0,"DotGraphGenerator::computeGraphLayout",0,86,0,DotGraphGenerator::computeGraphLayout,"DotGraphGenerator::computeGraphLayout",18,26,2,,8,,8,,,,,,,,,,,
33,8,0,0,0,0,6,17,0,6,3,,0,"/trunk/hpi/libs/fpmenuusage/vis/dot/dotgraphviewer.h",0,,1,1,2,0,6,0,,,0,2,,1,0,2,0,0,1,0,0,0,,1,,0,,,,,,,,,,,,,,,
52,10,0,0,1,0,3,23,4,10,0,,0,"/trunk/hpi/libs/fpmenuusage/vis/dot/graphitem.cpp",0,1,1,0,0,0,10,0,,,0,2,,0,0,5,0,"GraphItem::hoverEnterEvent",0,5,0,GraphItem::GraphItem,"GraphItem::GraphItem",1,,0,,,,,,,,,,,,,,,
51,10,0,2,1,0,5,23,1,8,6,,0,"/trunk/hpi/libs/fpmenuusage/vis/dot/dotgraphcontroller.h",0,1,2,1,2,0,8,0,,0,0,3,,1,0,4,0,"void hideOrShowRelations",1,1,0,void hideOrShowRelations,"void hideOrShowRelations",6,0,3,,,,,,,,,,,,,,,
19,0,0,0,1,0,0,8,1,0,0,,0,"/trunk/hpi/libs/fpmenuusage/vis/dot/graphclusteritem.cpp",0,1,1,0,0,0,0,0,,,0,2,,0,0,2,0,"GraphClusterItem::GraphClusterItem",0,2,0,GraphClusterItem::GraphClusterItem,"GraphClusterItem::GraphClusterItem",1,,0,,,,,,,,,,,,,,,
66,13,0,4,0,0,11,21,0,11,4,,0,"/trunk/hpi/libs/fpmenuusage/vis/dot/dotgraphgenerator.h",0,,1,1,2,0,11,0,,,2,3,,1,0,1,0,0,1,0,0,0,,24,,6,,,,,,,,,,,,,,,
28,7,0,0,0,0,6,15,0,6,4,,0,"/trunk/hpi/libs/fpmenuusage/vis/dot/graphitem.h",0,,1,0,1,0,6,0,,,0,2,,1,0,2,0,0,1,0,0,0,,1,,0,,,,,,,,,,,,,,,
209,73,0,1,15,0,6,107,4,71,0,8,0,"/trunk/hpi/libs/fpmenuusage/vis/dot/dotgraphscene.cpp",0,3,3,0,2,0,26,0,8,37,9,3,,0,0,7,0,"DotGraphScene::createItems",0,106,0,DotGraphScene::createItems,"DotGraphScene::createItems",38,45,3,,,,,,,,,,,,,,,
21,2,0,0,1,0,1,10,1,1,0,,0,"/trunk/hpi/libs/fpmenuusage/vis/dot/graphnodeitem.cpp",0,1,1,0,1,0,1,0,,,0,2,,0,0,2,0,"GraphNodeItem::GraphNodeItem",0,3,0,GraphNodeItem::GraphNodeItem,"GraphNodeItem::GraphNodeItem",1,,0,,,,,,,,,,,,,,,
14,2,1,0,0,0,1,5,0,1,1,,0,"/trunk/hpi/libs/fpmenuusage/vis/dot/graphclusteritem.h",0,,1,0,1,0,1,0,,,0,2,,1,0,1,0,0,1,0,0,0,,1,,0,,,,,,,,,,,,,,,
83,21,0,2,5,0,12,37,4,21,0,,0,"/trunk/hpi/libs/fpmenuusage/vis/dot/dotgraphviewer.cpp",0,1,1,0,0,0,21,0,,,3,2,,0,0,7,0,"DotGraphViewer::DotGraphViewer",0,18,0,DotGraphViewer::wheelEvent,"DotGraphViewer::DotGraphViewer",10,,1,,,,,,,,,,,,,,,
27,6,1,0,0,0,4,10,0,4,2,,0,"/trunk/hpi/libs/fpmenuusage/vis/dot/dotgraphscene.h",0,,1,1,2,0,4,0,,,0,2,,1,0,3,0,0,1,0,0,0,,1,,0,,,,,,,,,,,,,,,
14,2,1,0,0,0,1,5,0,1,1,,0,"/trunk/hpi/libs/fpmenuusage/vis/dot/graphnodeitem.h",0,,1,0,1,0,1,0,,,0,2,,1,0,1,0,0,1,0,0,0,,1,,0,,,,,,,,,,,,,,,
72,14,0,0,3,0,9,34,6,14,0,,0,"/trunk/hpi/libs/fpmenuusage/vis/dot/dotgraphcontroller.cpp",0,1,1,0,0,0,14,0,,,1,2,,0,0,5,0,"DotGraphController::updateVis",0,14,0,DotGraphController::updateVis,"DotGraphController::DotGraphController",2,,0,,,,,,,,,,,,,,,
64,29,0,0,0,0,27,33,0,27,2,,0,"/trunk/hpi/libs/fpmenuusage/vis/shared/menuhierarchybuilder.h",0,,1,13,2,0,27,0,,,1,1,1,1,0,7,0,0,1,0,0,0,,2,,0,,,,,,,,,,,,,,,
90,23,1,5,0,0,19,42,0,22,2,,0,"/trunk/hpi/libs/fpmenuusage/vis/shared/mainwindow.h",0,,2,9,1,0,22,0,,0,0,1,,1,0,4,0,0,1,0,0,0,,19,0,7,,,,,,,,,,,,,,,
42,17,3,1,1,0,8,20,2,15,6,,0,"/trunk/hpi/libs/fpmenuusage/vis/shared/room.h",0,1,2,0,2,0,13,0,,2,0,4,,1,0,3,0,"quint32 id",1,1,0,quint32 id,"quint32 id",2,2,1,,,,,,,,,,,,,,,
106,18,0,0,3,0,4,49,7,18,0,6,0,"/trunk/hpi/libs/fpmenuusage/vis/shared/viscontroller.cpp",0,4,4,0,0,0,10,0,3,2,0,7,,5,0,8,0,"VisController::takeLargeScreenshot",0,19,0,VisController::hideOrShowRelations,"VisController::takeLargeScreenshot",2,8,0,,3,,3,,,,,,,,,,,
10,0,0,0,1,0,0,3,1,0,0,,0,"/trunk/hpi/libs/fpmenuusage/vis/shared/object.cpp",0,1,1,0,0,0,0,0,,,0,1,,0,0,1,0,"Object::Object",0,2,0,Object::Object,"Object::Object",1,,0,,,,,,,,,,,,,,,
241,104,0,0,8,2,17,148,15,104,0,40,0,"/trunk/hpi/libs/fpmenuusage/vis/shared/menuhierarchybuilder.cpp",0,4,4,0,0,0,47,0,34,17,2,42,2,0,0,6,0,"MenuHierarchyBuilder::readRooms",0,46,0,MenuHierarchyBuilder::processEntry,"MenuHierarchyBuilder::readRooms",8,57,0,,6,,6,,,,,,,,,,,
98,24,0,3,0,0,19,39,0,19,7,,0,"/trunk/hpi/libs/fpmenuusage/vis/shared/viscontroller.h",0,,1,2,5,0,19,0,,,0,1,,1,0,7,0,0,1,0,0,0,,14,,5,,,,,,,,,,,,,,,
25,10,2,0,1,0,4,13,3,9,3,,0,"/trunk/hpi/libs/fpmenuusage/vis/shared/object.h",0,1,2,0,1,0,6,0,,3,0,5,3,1,0,1,0,"quint32 id",1,1,0,quint32 id,"quint32 id",1,3,0,,,,,,,,,,,,,,,
189,41,0,2,5,0,5,94,12,41,0,4,0,"/trunk/hpi/libs/fpmenuusage/vis/shared/mainwindow.cpp",2,3,3,0,0,0,25,0,4,12,0,1,,0,0,6,0,"MainWindow::init",0,23,0,MainWindow::on_visModeComboBox_currentIndexChanged,"MainWindow::init",11,16,2,,,,,,,,,,,,,,,
48,7,0,0,4,0,3,22,6,7,0,1,0,"/trunk/hpi/libs/fpmenuusage/vis/shared/room.cpp",0,3,3,0,0,0,5,0,1,1,1,6,1,0,0,3,0,"Room::containsRoom",0,9,0,Room::containsRoom,"Room::containsRoom",2,2,0,,,,,,,,,,,,,,,
88,24,3,0,3,0,5,39,9,19,9,,0,"/trunk/hpi/libs/tracefreqanalysis/time.h",0,1,2,0,5,0,2,0,,17,0,1,,2,0,2,0,"s_TimeRange<T>& operator +=",1,7,0,s_TimeRange<T>& operator +=,"s_TimeRange",3,17,0,,,,,,,,,,,,,,,
83,24,0,0,7,0,6,40,4,23,0,,0,"/trunk/hpi/libs/tracefreqanalysis/fftwwrapper.cpp",0,2,2,0,1,0,15,0,,8,0,0,,4,0,2,0,"FFTWWrapper::execute",0,22,0,FFTWWrapper::execute,"FFTWWrapper::initializeThreading",2,8,0,,,,,,,,,,,,,,,
